film,track_name,artist_x,url,directory,filename,titles,name,artist_y,URL,midi_title
dazed and confused,Hurricane,Bob Dylan,https://open.spotify.com/track/1lqMLr9Wj7SM2F9AikGcxN,data\midis\Big_Data_Set\D\D,DYLAN.Hurricane.mid,dylan hurricane,Hurricane,Bob Dylan,https://open.spotify.com/track/1lqMLr9Wj7SM2F9AikGcxN,dylan hurricane
dazed and confused,Love Hurts,Nazareth,https://open.spotify.com/track/1i5oEx2vFczQ2sCY3c6Kn5,data\midis\Big_Data_Set\N\N,nazareth-love_hurts.mid,nazareth love hurts,Love Hurts,Nazareth,https://open.spotify.com/track/1i5oEx2vFczQ2sCY3c6Kn5,nazareth love hurts
dazed and confused,Love Hurts,Nazareth,https://open.spotify.com/track/1i5oEx2vFczQ2sCY3c6Kn5,data\midis\Big_Data_Set\N\N,nazareth-love_hurts.mid,nazareth love hurts,Love Hurts,Nazareth,https://open.spotify.com/track/1i5oEx2vFczQ2sCY3c6Kn5,nazareth love hurts
dazed and confused,Love Hurts,Nazareth,https://open.spotify.com/track/1i5oEx2vFczQ2sCY3c6Kn5,data\midis\Big_Data_Set\N\N,NAZARETH.Love hurt.mid,nazareth love hurt,Love Hurts,Nazareth,https://open.spotify.com/track/1i5oEx2vFczQ2sCY3c6Kn5,nazareth love hurt
dazed and confused,Love Hurts,Nazareth,https://open.spotify.com/track/1i5oEx2vFczQ2sCY3c6Kn5,data\midis\Big_Data_Set\N\N,Nazareth_-_Love_Hurts.mid,nazareth love hurts,Love Hurts,Nazareth,https://open.spotify.com/track/1i5oEx2vFczQ2sCY3c6Kn5,nazareth love hurts
dazed and confused,Love Hurts,Nazareth,https://open.spotify.com/track/1i5oEx2vFczQ2sCY3c6Kn5,data\midis\Big_Data_Set\N\N,Nazareth_-_Love_Hurts.mid,nazareth love hurts,Love Hurts,Nazareth,https://open.spotify.com/track/1i5oEx2vFczQ2sCY3c6Kn5,nazareth love hurts
dazed and confused,Paranoid - 2016 Remaster,Black Sabbath,https://open.spotify.com/track/1Y373MqadDRtclJNdnUXVc,data\midis\Big_Data_Set\B\B,BLACK SABBATH.Paranoid.mid,black sabbath paranoid,Paranoid - 2016 Remaster,Black Sabbath,https://open.spotify.com/track/1Y373MqadDRtclJNdnUXVc,black sabbath paranoid
dazed and confused,Paranoid - 2016 Remaster,Black Sabbath,https://open.spotify.com/track/1Y373MqadDRtclJNdnUXVc,data\midis\Big_Data_Set\B\B,BLACK SABBATH.Paranoid.mid,black sabbath paranoid,Paranoid - 2016 Remaster,Black Sabbath,https://open.spotify.com/track/1Y373MqadDRtclJNdnUXVc,black sabbath paranoid
dazed and confused,Paranoid - 2016 Remaster,Black Sabbath,https://open.spotify.com/track/1Y373MqadDRtclJNdnUXVc,data\midis\Big_Data_Set\B\B,Black_Sabbath_Paranoid.mid,black sabbath paranoid,Paranoid - 2016 Remaster,Black Sabbath,https://open.spotify.com/track/1Y373MqadDRtclJNdnUXVc,black sabbath paranoid
dazed and confused,Paranoid - 2016 Remaster,Black Sabbath,https://open.spotify.com/track/1Y373MqadDRtclJNdnUXVc,data\midis\Big_Data_Set\B\B,Black_Sabbath_Paranoid.mid,black sabbath paranoid,Paranoid - 2016 Remaster,Black Sabbath,https://open.spotify.com/track/1Y373MqadDRtclJNdnUXVc,black sabbath paranoid
dazed and confused,Slow Ride,Foghat,https://open.spotify.com/track/4MYb7NWLwXNDB7bYs3HeX8,data\midis\Big_Data_Set\T\T,THE BEASTIE BOYS.Slow ride.mid,the beastie boys slow ride,Slow Ride,Beastie Boys,https://open.spotify.com/track/0eWP2sADBFG1hTrwJYfmMp,the beastie boys slow ride
dazed and confused,Show Me The Way,Peter Frampton,https://open.spotify.com/track/6BD1X1PeV5UzYUdiVaD2yL,data\midis\Big_Data_Set\P\P,Peter Frampton - Show Me the Way.mid,peter frampton show me the way,Show Me The Way,Peter Frampton,https://open.spotify.com/track/6BD1X1PeV5UzYUdiVaD2yL,peter frampton show me the way
dazed and confused,Rock And Roll All Nite,KISS,https://open.spotify.com/track/6KTv0Z8BmVqM7DPxbGzpVC,data\midis\Big_Data_Set\R\R,rock_and_roll_allnite.mid,rock and roll allnite,Rock And Roll All Nite,KISS,https://open.spotify.com/track/6KTv0Z8BmVqM7DPxbGzpVC,rock and roll allnite
dazed and confused,Right Place Wrong Time,Dr. John,https://open.spotify.com/track/0I2ELF6uHlL4ABu9aFiou7,data\midis\Big_Data_Set\D\D,DR.JOHN.Right place wrong time.mid,dr john right place wrong time,Right Place Wrong Time,Dr. John,https://open.spotify.com/track/0I2ELF6uHlL4ABu9aFiou7,dr john right place wrong time
dazed and confused,Right Place Wrong Time,Dr. John,https://open.spotify.com/track/0I2ELF6uHlL4ABu9aFiou7,data\midis\Big_Data_Set\R\R,Right-Place-Wrong-Time.mid,right place wrong time,Right Place Wrong Time,Dr. John,https://open.spotify.com/track/0I2ELF6uHlL4ABu9aFiou7,right place wrong time
dazed and confused,Hey Baby,Ted Nugent,https://open.spotify.com/track/26arZyeKDvJc6pqjhayXNI,data\midis\Big_Data_Set\N\N,NO DOUBT.Hey baby k.mid,no doubt hey baby k,Hey Baby,No Doubt,https://open.spotify.com/track/2QsoVMTKj5m5kgztTOep98,no doubt hey baby k
dazed and confused,Hey Baby,Ted Nugent,https://open.spotify.com/track/26arZyeKDvJc6pqjhayXNI,data\midis\Big_Data_Set\N\N,no_doubt-hey_baby.mid,no doubt hey baby,Hey Baby,No Doubt,https://open.spotify.com/track/2QsoVMTKj5m5kgztTOep98,no doubt hey baby
dazed and confused,Cherry Bomb,The Runaways,https://open.spotify.com/track/1fqbgEfUWFwJ6AFaVZ5DMV,data\midis\Big_Data_Set\J\J,John_Mellencamp_-_Cherry_Bomb.mid,john mellencamp cherry bomb,Cherry Bomb,John Mellencamp,https://open.spotify.com/track/43oPpqzWPSZmeiwYicmzjG,john mellencamp cherry bomb
guardians of the galaxy,Cherry Bomb,The Runaways,https://open.spotify.com/track/7cdnq45E9aP2XDStHg5vd7,data\midis\Big_Data_Set\J\J,John_Mellencamp_-_Cherry_Bomb.mid,john mellencamp cherry bomb,Cherry Bomb,John Mellencamp,https://open.spotify.com/track/43oPpqzWPSZmeiwYicmzjG,john mellencamp cherry bomb
dazed and confused,Summer Breeze,Seals and Crofts,https://open.spotify.com/track/01UYpHuzHi4eB9PAbDoPY2,data\midis\Big_Data_Set\S\S,Seals_and_Crofts_-_Summer_Breeze.mid,seals and crofts summer breeze,Summer Breeze,Seals and Crofts,https://open.spotify.com/track/01UYpHuzHi4eB9PAbDoPY2,seals and crofts summer breeze
dazed and confused,Free Ride,The Edgar Winter Group,https://open.spotify.com/track/4DhbiXEuV7JxSR0wuqetTa,data\midis\Big_Data_Set\E\E,Edgar_Winter_-_Free_Ride.mid,edgar winter free ride,Free Ride,The Edgar Winter Group,https://open.spotify.com/track/4DhbiXEuV7JxSR0wuqetTa,edgar winter free ride
waynes world,Dream Weaver,Gary Wright,https://open.spotify.com/track/74DrA5fFoGSy4xgkZarZtP,data\midis\Big_Data_Set\G\G,G.WRIGHT.Dream weaver.mid,g wright dream weaver,Dream Weaver,Gary Wright,https://open.spotify.com/track/74DrA5fFoGSy4xgkZarZtP,g wright dream weaver
waynes world,Ballroom Blitz,Tia Carrere,https://open.spotify.com/track/7mH7zpdy4FFmdL37izElST,data\midis\Big_Data_Set\T\T,THE SWEET.Ballroom blitz.mid,the sweet ballroom blitz,Ballroom Blitz,Sweet,https://open.spotify.com/track/3Pu3IChaAoa5EjgUBv5F6x,the sweet ballroom blitz
waynes world,Dude (Looks Like A Lady),Aerosmith,https://open.spotify.com/track/5Af1el8XZK7PyiUOoy23xg,data\midis\Big_Data_Set\A\A,aerosmith-dude_looks_like_a_lady.mid,aerosmith dude looks like a lady,Dude (Looks Like A Lady),Aerosmith,https://open.spotify.com/track/6gQUbFwwdYXlKdmqRoWKJe,aerosmith dude looks like a lady
waynes world,Dude (Looks Like A Lady),Aerosmith,https://open.spotify.com/track/5Af1el8XZK7PyiUOoy23xg,data\midis\Big_Data_Set\A\A,aerosmith-dude_looks_like_a_lady.mid,aerosmith dude looks like a lady,Dude (Looks Like A Lady),Aerosmith,https://open.spotify.com/track/6gQUbFwwdYXlKdmqRoWKJe,aerosmith dude looks like a lady
waynes world,Dude (Looks Like A Lady),Aerosmith,https://open.spotify.com/track/5Af1el8XZK7PyiUOoy23xg,data\midis\Big_Data_Set\A\A,AEROSMITH.Dude looks like a lady K.mid,aerosmith dude looks like a lady k,Dude (Looks Like A Lady),Aerosmith,https://open.spotify.com/track/2izeT881s8LTdhLPGhV9Xe,aerosmith dude looks like a lady k
waynes world,Dude (Looks Like A Lady),Aerosmith,https://open.spotify.com/track/5Af1el8XZK7PyiUOoy23xg,data\midis\Big_Data_Set\A\A,Aerosmith_-_Dude_Looks_Like_a_Lady.mid,aerosmith dude looks like a lady,Dude (Looks Like A Lady),Aerosmith,https://open.spotify.com/track/6gQUbFwwdYXlKdmqRoWKJe,aerosmith dude looks like a lady
waynes world,Dude (Looks Like A Lady),Aerosmith,https://open.spotify.com/track/5Af1el8XZK7PyiUOoy23xg,data\midis\Big_Data_Set\A\A,Aerosmith_-_Dude_Looks_Like_a_Lady.mid,aerosmith dude looks like a lady,Dude (Looks Like A Lady),Aerosmith,https://open.spotify.com/track/6gQUbFwwdYXlKdmqRoWKJe,aerosmith dude looks like a lady
waynes world,Spirit in the Sky,Norman Greenbaum,https://open.spotify.com/track/0Y2SrByf4G3kbq2nBEHQRn,data\midis\Big_Data_Set\N\N,Norman_Greenbaum_-_Spirit_in_the_Sky.mid,norman greenbaum spirit in the sky,Spirit in the Sky,Norman Greenbaum,https://open.spotify.com/track/0Y2SrByf4G3kbq2nBEHQRn,norman greenbaum spirit in the sky
waynes world,Spirit in the Sky,Norman Greenbaum,https://open.spotify.com/track/0Y2SrByf4G3kbq2nBEHQRn,data\midis\Big_Data_Set\S\S,Spirit-In-The-Sky.mid,spirit in the sky,Spirit in the Sky,Norman Greenbaum,https://open.spotify.com/track/0Y2SrByf4G3kbq2nBEHQRn,spirit in the sky
waynes world,Spirit in the Sky,Norman Greenbaum,https://open.spotify.com/track/0Y2SrByf4G3kbq2nBEHQRn,data\midis\Big_Data_Set\S\S,Spirit-In-The-Sky.mid,spirit in the sky,Spirit in the Sky,Norman Greenbaum,https://open.spotify.com/track/0Y2SrByf4G3kbq2nBEHQRn,spirit in the sky
waynes world,Spirit in the Sky,Norman Greenbaum,https://open.spotify.com/track/0Y2SrByf4G3kbq2nBEHQRn,data\midis\Big_Data_Set\S\S,Spirit_In_The_Sky.mid,spirit in the sky,Spirit in the Sky,Norman Greenbaum,https://open.spotify.com/track/0Y2SrByf4G3kbq2nBEHQRn,spirit in the sky
waynes world,Spirit in the Sky,Norman Greenbaum,https://open.spotify.com/track/0Y2SrByf4G3kbq2nBEHQRn,data\midis\Big_Data_Set\S\S,Spirit_In_The_Sky.mid,spirit in the sky,Spirit in the Sky,Norman Greenbaum,https://open.spotify.com/track/0Y2SrByf4G3kbq2nBEHQRn,spirit in the sky
guardians of the galaxy,Spirit in the Sky,Norman Greenbaum,https://open.spotify.com/track/1CnTAkLCWL8Uvsr1BDiX8F,data\midis\Big_Data_Set\N\N,Norman_Greenbaum_-_Spirit_in_the_Sky.mid,norman greenbaum spirit in the sky,Spirit in the Sky,Norman Greenbaum,https://open.spotify.com/track/0Y2SrByf4G3kbq2nBEHQRn,norman greenbaum spirit in the sky
guardians of the galaxy,Spirit in the Sky,Norman Greenbaum,https://open.spotify.com/track/1CnTAkLCWL8Uvsr1BDiX8F,data\midis\Big_Data_Set\S\S,Spirit-In-The-Sky.mid,spirit in the sky,Spirit in the Sky,Norman Greenbaum,https://open.spotify.com/track/0Y2SrByf4G3kbq2nBEHQRn,spirit in the sky
guardians of the galaxy,Spirit in the Sky,Norman Greenbaum,https://open.spotify.com/track/1CnTAkLCWL8Uvsr1BDiX8F,data\midis\Big_Data_Set\S\S,Spirit-In-The-Sky.mid,spirit in the sky,Spirit in the Sky,Norman Greenbaum,https://open.spotify.com/track/0Y2SrByf4G3kbq2nBEHQRn,spirit in the sky
guardians of the galaxy,Spirit in the Sky,Norman Greenbaum,https://open.spotify.com/track/1CnTAkLCWL8Uvsr1BDiX8F,data\midis\Big_Data_Set\S\S,Spirit_In_The_Sky.mid,spirit in the sky,Spirit in the Sky,Norman Greenbaum,https://open.spotify.com/track/0Y2SrByf4G3kbq2nBEHQRn,spirit in the sky
guardians of the galaxy,Spirit in the Sky,Norman Greenbaum,https://open.spotify.com/track/1CnTAkLCWL8Uvsr1BDiX8F,data\midis\Big_Data_Set\S\S,Spirit_In_The_Sky.mid,spirit in the sky,Spirit in the Sky,Norman Greenbaum,https://open.spotify.com/track/0Y2SrByf4G3kbq2nBEHQRn,spirit in the sky
waynes world,Radar Love,Golden Earring,https://open.spotify.com/track/4Zau4QvgyxWiWQ5KQrwL43,data\midis\Big_Data_Set\G\G,GOLDEN EARRING.Radar love.MID,golden earring radar love,Radar Love,Golden Earring,https://open.spotify.com/track/4Zau4QvgyxWiWQ5KQrwL43,golden earring radar love
waynes world,Frankenstein,Edgar Winter,https://open.spotify.com/track/2h067EHClrJEvaCIuuJXyQ,data\midis\Big_Data_Set\E\E,Edgar_Winter_-_Frankenstein.mid,edgar winter frankenstein,Frankenstein,The Edgar Winter Group,https://open.spotify.com/track/2l0Z9fY1E8Bep8opmhmDhq,edgar winter frankenstein
waynes world,Frankenstein,Edgar Winter,https://open.spotify.com/track/2h067EHClrJEvaCIuuJXyQ,data\midis\Guitar_midkar.com_MIDIRip\poprock,frankenstein_gr.mid,frankenstein gr,Frankenstein,The Edgar Winter Group,https://open.spotify.com/track/2l0Z9fY1E8Bep8opmhmDhq,frankenstein gr
high fidelity,Dreams,Fleetwood Mac,https://open.spotify.com/track/1lbXEepatjRVjoG8pZMtdp,data\midis\Big_Data_Set\G\G,GABRIELLE.Dreams.mid,gabrielle dreams,Dreams,Gabrielle,https://open.spotify.com/track/3U0xko5uT0MfOKI3oLnWKv,gabrielle dreams
high fidelity,Dreams,Fleetwood Mac,https://open.spotify.com/track/1lbXEepatjRVjoG8pZMtdp,data\midis\Big_Data_Set\T\T,THE CRANBERRIES.Dreams k.mid,the cranberries dreams k,Dreams,Keis The Pianist,https://open.spotify.com/track/112N9SIoiwWlGG1b0r8TVj,the cranberries dreams k
high fidelity,Dreams,Fleetwood Mac,https://open.spotify.com/track/1lbXEepatjRVjoG8pZMtdp,data\midis\Big_Data_Set\T\T,The_Corrs_-_Dreams.mid,the corrs dreams,Dreams,The Corrs,https://open.spotify.com/track/5BTnReEr0LDwgZu0vDdZih,the corrs dreams
high fidelity,Dreams,Fleetwood Mac,https://open.spotify.com/track/1lbXEepatjRVjoG8pZMtdp,data\midis\Big_Data_Set\V\V,Van_Halen_-_Dreams.mid,van halen dreams,Dreams,Van Halen,https://open.spotify.com/track/2APxH5XbOLDTmW9X5yi6Hw,van halen dreams
pulp fiction,Dreams,Fleetwood Mac,https://open.spotify.com/track/1lbXEepatjRVjoG8pZMtdp,data\midis\Big_Data_Set\G\G,GABRIELLE.Dreams.mid,gabrielle dreams,Dreams,Gabrielle,https://open.spotify.com/track/3U0xko5uT0MfOKI3oLnWKv,gabrielle dreams
pulp fiction,Dreams,Fleetwood Mac,https://open.spotify.com/track/1lbXEepatjRVjoG8pZMtdp,data\midis\Big_Data_Set\T\T,THE CRANBERRIES.Dreams k.mid,the cranberries dreams k,Dreams,Keis The Pianist,https://open.spotify.com/track/112N9SIoiwWlGG1b0r8TVj,the cranberries dreams k
pulp fiction,Dreams,Fleetwood Mac,https://open.spotify.com/track/1lbXEepatjRVjoG8pZMtdp,data\midis\Big_Data_Set\T\T,The_Corrs_-_Dreams.mid,the corrs dreams,Dreams,The Corrs,https://open.spotify.com/track/5BTnReEr0LDwgZu0vDdZih,the corrs dreams
pulp fiction,Dreams,Fleetwood Mac,https://open.spotify.com/track/1lbXEepatjRVjoG8pZMtdp,data\midis\Big_Data_Set\V\V,Van_Halen_-_Dreams.mid,van halen dreams,Dreams,Van Halen,https://open.spotify.com/track/2APxH5XbOLDTmW9X5yi6Hw,van halen dreams
high fidelity,The Man Who Sold the World - 2015 Remaster,David Bowie,https://open.spotify.com/track/4mWahKerLaVddUjb8d1Q4Q,data\midis\Big_Data_Set\B\B,BOWIE.The man who sold the world.mid,bowie the man who sold the world,The Man Who Sold the World - 2015 Remaster,David Bowie,https://open.spotify.com/track/4mWahKerLaVddUjb8d1Q4Q,bowie the man who sold the world
high fidelity,The Man Who Sold the World - 2015 Remaster,David Bowie,https://open.spotify.com/track/4mWahKerLaVddUjb8d1Q4Q,data\midis\Big_Data_Set\D\D,david_bowie-the_man_who_sold_the_world.mid,david bowie the man who sold the world,The Man Who Sold the World - 2015 Remaster,David Bowie,https://open.spotify.com/track/4mWahKerLaVddUjb8d1Q4Q,david bowie the man who sold the world
high fidelity,After All,Jackson Penn,https://open.spotify.com/track/46YBmcxGOm2B2ZdVRAp4AP,data\midis\Big_Data_Set\A\A,AL JARREAU.After all.mid,al jarreau after all,After All,Al Jarreau,https://open.spotify.com/track/5g5EdgkfKVUceOTJtm0Kel,al jarreau after all
high fidelity,Stay Away (feat. Machine Gun Kelly & Goody Grace),MOD SUN,https://open.spotify.com/track/00okrW9OfjmG0PZJSY3fJd,data\midis\Guitar_midkar.com_MIDIRip\poprock,stay_gr.mid,stay gr,Stay Away (feat. Machine Gun Kelly & Goody Grace),MOD SUN,https://open.spotify.com/track/00okrW9OfjmG0PZJSY3fJd,stay gr
high fidelity,Sunday Morning,Jae Mansa,https://open.spotify.com/track/2WZpJ3rE39p5BSxyKTKzFa,data\midis\Big_Data_Set\M\M,maroon_5-sunday_morning.mid,maroon sunday morning,Sunday Morning,Maroon 5,https://open.spotify.com/track/0IYFXxrKtec7H6m7ggl54N,maroon sunday morning
high fidelity,Sunday Morning,Jae Mansa,https://open.spotify.com/track/2WZpJ3rE39p5BSxyKTKzFa,data\midis\Big_Data_Set\N\N,no_doubt-sunday_morning.mid,no doubt sunday morning,Sunday Morning,No Doubt,https://open.spotify.com/track/6yCjhDzcVIfxvTjBKhhn7P,no doubt sunday morning
high fidelity,Wings,Menny,https://open.spotify.com/track/4KRSOzozcaBfDmqEj1PLNI,data\midis\TV_Themes_www.tv-timewarp.co.uk_MIDIRip,Wings.mid,wings,Wings,Shoreline Mafia,https://open.spotify.com/track/0MdSezTbC54SIPQkXrvHrp,wings
high fidelity,Don't Let Me Be Misunderstood,Nina Simone,https://open.spotify.com/track/7M9pPyt8Gr41THLhbz4NSB,data\midis\Big_Data_Set\D\D,Don't-Let-Me-Be-Misunderstood-1.mid,don t let me be misunderstood ,Don't Let Me Be Misunderstood,The Animals,https://open.spotify.com/track/7vYA9ET5AUqJt5pBbhKmcB,don t let me be misunderstood 
high fidelity,Don't Let Me Be Misunderstood,Nina Simone,https://open.spotify.com/track/7M9pPyt8Gr41THLhbz4NSB,data\midis\Big_Data_Set\D\D,Don't-Let-Me-Be-Misunderstood-1.mid,don t let me be misunderstood ,Don't Let Me Be Misunderstood,The Animals,https://open.spotify.com/track/7vYA9ET5AUqJt5pBbhKmcB,don t let me be misunderstood 
high fidelity,Don't Let Me Be Misunderstood,Nina Simone,https://open.spotify.com/track/7M9pPyt8Gr41THLhbz4NSB,data\midis\Big_Data_Set\D\D,Don't-Let-Me-Be-Misunderstood-1.mid,don t let me be misunderstood ,Don't Let Me Be Misunderstood,The Animals,https://open.spotify.com/track/7vYA9ET5AUqJt5pBbhKmcB,don t let me be misunderstood 
high fidelity,Don't Let Me Be Misunderstood,Nina Simone,https://open.spotify.com/track/7M9pPyt8Gr41THLhbz4NSB,data\midis\Big_Data_Set\D\D,Don't-Let-Me-Be-Misunderstood-2.mid,don t let me be misunderstood ,Don't Let Me Be Misunderstood,The Animals,https://open.spotify.com/track/7vYA9ET5AUqJt5pBbhKmcB,don t let me be misunderstood 
high fidelity,Don't Let Me Be Misunderstood,Nina Simone,https://open.spotify.com/track/7M9pPyt8Gr41THLhbz4NSB,data\midis\Big_Data_Set\D\D,Don't-Let-Me-Be-Misunderstood-2.mid,don t let me be misunderstood ,Don't Let Me Be Misunderstood,The Animals,https://open.spotify.com/track/7vYA9ET5AUqJt5pBbhKmcB,don t let me be misunderstood 
high fidelity,Don't Let Me Be Misunderstood,Nina Simone,https://open.spotify.com/track/7M9pPyt8Gr41THLhbz4NSB,data\midis\Big_Data_Set\D\D,Don't-Let-Me-Be-Misunderstood-2.mid,don t let me be misunderstood ,Don't Let Me Be Misunderstood,The Animals,https://open.spotify.com/track/7vYA9ET5AUqJt5pBbhKmcB,don t let me be misunderstood 
high fidelity,Don't Let Me Be Misunderstood,Nina Simone,https://open.spotify.com/track/7M9pPyt8Gr41THLhbz4NSB,data\midis\Big_Data_Set\D\D,Don't-Let-Me-Be-Misunderstood-3.mid,don t let me be misunderstood ,Don't Let Me Be Misunderstood,The Animals,https://open.spotify.com/track/7vYA9ET5AUqJt5pBbhKmcB,don t let me be misunderstood 
high fidelity,Don't Let Me Be Misunderstood,Nina Simone,https://open.spotify.com/track/7M9pPyt8Gr41THLhbz4NSB,data\midis\Big_Data_Set\D\D,Don't-Let-Me-Be-Misunderstood-3.mid,don t let me be misunderstood ,Don't Let Me Be Misunderstood,The Animals,https://open.spotify.com/track/7vYA9ET5AUqJt5pBbhKmcB,don t let me be misunderstood 
high fidelity,Don't Let Me Be Misunderstood,Nina Simone,https://open.spotify.com/track/7M9pPyt8Gr41THLhbz4NSB,data\midis\Big_Data_Set\D\D,Don't-Let-Me-Be-Misunderstood-3.mid,don t let me be misunderstood ,Don't Let Me Be Misunderstood,The Animals,https://open.spotify.com/track/7vYA9ET5AUqJt5pBbhKmcB,don t let me be misunderstood 
high fidelity,Don't Let Me Be Misunderstood,Nina Simone,https://open.spotify.com/track/7M9pPyt8Gr41THLhbz4NSB,data\midis\Big_Data_Set\D\D,Don't-Let-Me-Be-Misunderstood.mid,don t let me be misunderstood,Don't Let Me Be Misunderstood,The Animals,https://open.spotify.com/track/7vYA9ET5AUqJt5pBbhKmcB,don t let me be misunderstood
high fidelity,Don't Let Me Be Misunderstood,Nina Simone,https://open.spotify.com/track/7M9pPyt8Gr41THLhbz4NSB,data\midis\Big_Data_Set\S\S,S.ESMERALDA.Don't let me be misunde K.MID,s esmeralda don t let me be misunde k,Don't Let Me Be Misunderstood,Santa Esmeralda,https://open.spotify.com/track/6rhVKeUhQTGLIRmQOfc9Wo,s esmeralda don t let me be misunde k
high fidelity,Don't Let Me Be Misunderstood,Nina Simone,https://open.spotify.com/track/7M9pPyt8Gr41THLhbz4NSB,data\midis\Big_Data_Set\T\T,The_Animals_-_Don't_Let_Me_Be_Misunderstood.mid,the animals don t let me be misunderstood,Don't Let Me Be Misunderstood,The Animals,https://open.spotify.com/track/7vYA9ET5AUqJt5pBbhKmcB,the animals don t let me be misunderstood
reservoir dogs,Don't Let Me Be Misunderstood,Santa Esmeralda,https://open.spotify.com/track/6rhVKeUhQTGLIRmQOfc9Wo,data\midis\Big_Data_Set\D\D,Don't-Let-Me-Be-Misunderstood-1.mid,don t let me be misunderstood ,Don't Let Me Be Misunderstood,The Animals,https://open.spotify.com/track/7vYA9ET5AUqJt5pBbhKmcB,don t let me be misunderstood 
reservoir dogs,Don't Let Me Be Misunderstood,Santa Esmeralda,https://open.spotify.com/track/6rhVKeUhQTGLIRmQOfc9Wo,data\midis\Big_Data_Set\D\D,Don't-Let-Me-Be-Misunderstood-1.mid,don t let me be misunderstood ,Don't Let Me Be Misunderstood,The Animals,https://open.spotify.com/track/7vYA9ET5AUqJt5pBbhKmcB,don t let me be misunderstood 
reservoir dogs,Don't Let Me Be Misunderstood,Santa Esmeralda,https://open.spotify.com/track/6rhVKeUhQTGLIRmQOfc9Wo,data\midis\Big_Data_Set\D\D,Don't-Let-Me-Be-Misunderstood-1.mid,don t let me be misunderstood ,Don't Let Me Be Misunderstood,The Animals,https://open.spotify.com/track/7vYA9ET5AUqJt5pBbhKmcB,don t let me be misunderstood 
reservoir dogs,Don't Let Me Be Misunderstood,Santa Esmeralda,https://open.spotify.com/track/6rhVKeUhQTGLIRmQOfc9Wo,data\midis\Big_Data_Set\D\D,Don't-Let-Me-Be-Misunderstood-2.mid,don t let me be misunderstood ,Don't Let Me Be Misunderstood,The Animals,https://open.spotify.com/track/7vYA9ET5AUqJt5pBbhKmcB,don t let me be misunderstood 
reservoir dogs,Don't Let Me Be Misunderstood,Santa Esmeralda,https://open.spotify.com/track/6rhVKeUhQTGLIRmQOfc9Wo,data\midis\Big_Data_Set\D\D,Don't-Let-Me-Be-Misunderstood-2.mid,don t let me be misunderstood ,Don't Let Me Be Misunderstood,The Animals,https://open.spotify.com/track/7vYA9ET5AUqJt5pBbhKmcB,don t let me be misunderstood 
reservoir dogs,Don't Let Me Be Misunderstood,Santa Esmeralda,https://open.spotify.com/track/6rhVKeUhQTGLIRmQOfc9Wo,data\midis\Big_Data_Set\D\D,Don't-Let-Me-Be-Misunderstood-2.mid,don t let me be misunderstood ,Don't Let Me Be Misunderstood,The Animals,https://open.spotify.com/track/7vYA9ET5AUqJt5pBbhKmcB,don t let me be misunderstood 
reservoir dogs,Don't Let Me Be Misunderstood,Santa Esmeralda,https://open.spotify.com/track/6rhVKeUhQTGLIRmQOfc9Wo,data\midis\Big_Data_Set\D\D,Don't-Let-Me-Be-Misunderstood-3.mid,don t let me be misunderstood ,Don't Let Me Be Misunderstood,The Animals,https://open.spotify.com/track/7vYA9ET5AUqJt5pBbhKmcB,don t let me be misunderstood 
reservoir dogs,Don't Let Me Be Misunderstood,Santa Esmeralda,https://open.spotify.com/track/6rhVKeUhQTGLIRmQOfc9Wo,data\midis\Big_Data_Set\D\D,Don't-Let-Me-Be-Misunderstood-3.mid,don t let me be misunderstood ,Don't Let Me Be Misunderstood,The Animals,https://open.spotify.com/track/7vYA9ET5AUqJt5pBbhKmcB,don t let me be misunderstood 
reservoir dogs,Don't Let Me Be Misunderstood,Santa Esmeralda,https://open.spotify.com/track/6rhVKeUhQTGLIRmQOfc9Wo,data\midis\Big_Data_Set\D\D,Don't-Let-Me-Be-Misunderstood-3.mid,don t let me be misunderstood ,Don't Let Me Be Misunderstood,The Animals,https://open.spotify.com/track/7vYA9ET5AUqJt5pBbhKmcB,don t let me be misunderstood 
reservoir dogs,Don't Let Me Be Misunderstood,Santa Esmeralda,https://open.spotify.com/track/6rhVKeUhQTGLIRmQOfc9Wo,data\midis\Big_Data_Set\D\D,Don't-Let-Me-Be-Misunderstood.mid,don t let me be misunderstood,Don't Let Me Be Misunderstood,The Animals,https://open.spotify.com/track/7vYA9ET5AUqJt5pBbhKmcB,don t let me be misunderstood
reservoir dogs,Don't Let Me Be Misunderstood,Santa Esmeralda,https://open.spotify.com/track/6rhVKeUhQTGLIRmQOfc9Wo,data\midis\Big_Data_Set\S\S,S.ESMERALDA.Don't let me be misunde K.MID,s esmeralda don t let me be misunde k,Don't Let Me Be Misunderstood,Santa Esmeralda,https://open.spotify.com/track/6rhVKeUhQTGLIRmQOfc9Wo,s esmeralda don t let me be misunde k
reservoir dogs,Don't Let Me Be Misunderstood,Santa Esmeralda,https://open.spotify.com/track/6rhVKeUhQTGLIRmQOfc9Wo,data\midis\Big_Data_Set\T\T,The_Animals_-_Don't_Let_Me_Be_Misunderstood.mid,the animals don t let me be misunderstood,Don't Let Me Be Misunderstood,The Animals,https://open.spotify.com/track/7vYA9ET5AUqJt5pBbhKmcB,the animals don t let me be misunderstood
